bat,subb,test,id,num_pvals,unique,ratio,min,max,KS,log_KS,chi2_1.0,chi2_2.0,chi2_3.0,chi2_4.0,log_chi2_1.0,log_chi2_2.0,log_chi2_3.0,log_chi2_4.0,L_9,L_8,L_7,L_6,L_5,L_4,L_3,L_2,L_1,num_pvals2,R_1,R_2,R_3,R_4,R_5,R_6,R_7,R_8,R_9,l_9,l_8,l_7,l_6,l_5,l_4,l_3,l_2,l_1,r_1,r_2,r_3,r_4,r_5,r_6,r_7,r_8,r_9,log_l_9,log_l_8,log_l_7,log_l_6,log_l_5,log_l_4,log_l_3,log_l_2,log_l_1,log_r_1,log_r_2,log_r_3,log_r_4,log_r_5,log_r_6,log_r_7,log_r_8,log_r_9
NIST,Statistical_Testing_Suite, Non-overlapping (Aperiodic) Template Matching Test Subtest 10,008|000|010,10007117,24607,407,0.0,1.0,0.7440230156861122,-0.1,0.85904506952482,2.528986112466774e-23,0.0,0.0,-0.1,-22.6,-1000,-1000,8,8,8,22,135,1163,10312,100732,1000328,10007117,1000619,100379,10013,1021,106,14,6,6,6,799.4,79.9,8.0,2.2,1.3,1.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.1,1.4,6.0,60.0,599.6,2.9,1.9,0.9,0.3,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.8,1.8,2.8
NIST,Statistical_Testing_Suite, Non-overlapping (Aperiodic) Template Matching Test Subtest 100,008|000|100,10007117,24607,407,0.0,1.0,0.40472045536083806,-0.4,0.8573496193566515,4.3430608124719644e-20,0.0,0.0,-0.1,-19.4,-1000,-1000,6,6,6,14,103,1090,10504,101464,1001066,10007117,1000213,100046,9819,988,102,12,4,4,4,599.6,60.0,6.0,1.4,1.0,1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.2,4.0,40.0,399.7,2.8,1.8,0.8,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.6,1.6,2.6
NIST,Statistical_Testing_Suite, Non-overlapping (Aperiodic) Template Matching Test Subtest 101,008|000|101,10007117,24606,407,0.0,1.0,0.1970016662021483,-0.7,0.0015206539396118036,6.772038473791924e-14,0.0,0.0,-2.8,-13.2,-1000,-1000,9,9,9,19,124,1067,10270,101026,1002384,10007117,1002302,100330,9920,1026,118,22,5,5,5,899.4,89.9,9.0,1.9,1.2,1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.2,2.2,5.0,50.0,499.6,3.0,2.0,1.0,0.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.3,0.7,1.7,2.7
NIST,Statistical_Testing_Suite, Non-overlapping (Aperiodic) Template Matching Test Subtest 102,008|000|102,10007117,24607,407,0.0,1.0,0.6930088682533553,-0.2,0.08633269450721567,9.348065543222229e-17,0.0,0.0,-1.1,-16.0,-1000,-1000,8,8,8,21,117,1092,10278,100892,1000301,10007117,1001488,100233,9832,986,101,13,5,5,5,799.4,79.9,8.0,2.1,1.2,1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.3,5.0,50.0,499.6,2.9,1.9,0.9,0.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.7,1.7,2.7
NIST,Statistical_Testing_Suite, Non-overlapping (Aperiodic) Template Matching Test Subtest 103,008|000|103,10007117,24607,407,0.0,1.0,0.7009476723832553,-0.2,0.21375563840717476,3.3720784042235825e-18,0.0,0.0,-0.7,-17.5,-1000,-1000,6,6,6,13,119,1047,10256,101100,999895,10007117,1001616,100016,9974,979,114,18,5,5,5,599.6,60.0,6.0,1.3,1.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.1,1.8,5.0,50.0,499.6,2.8,1.8,0.8,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.7,1.7,2.7
NIST,Statistical_Testing_Suite, Non-overlapping (Aperiodic) Template Matching Test Subtest 104,008|000|104,10007117,24606,407,0.0,1.0,0.13739041718593722,-0.9,0.00832433656814428,1.192746602309593e-16,0.0,0.0,-2.1,-15.9,-1000,-1000,9,9,9,22,122,1077,10446,101741,1003626,10007117,1001815,100333,10112,1047,118,18,5,5,5,899.4,89.9,9.0,2.2,1.2,1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.2,1.8,5.0,50.0,499.6,3.0,2.0,1.0,0.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.3,0.7,1.7,2.7
NIST,Statistical_Testing_Suite, Non-overlapping (Aperiodic) Template Matching Test Subtest 105,008|000|105,10007117,24606,407,0.0,1.0,0.6513452119971138,-0.2,0.08096612237145905,4.974940298682795e-19,0.0,0.0,-1.1,-18.3,-1000,-1000,10,10,10,25,112,1087,10051,100854,1000132,10007117,1002231,100231,9868,1008,90,17,7,7,7,999.3,99.9,10.0,2.5,1.1,1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,1.7,7.0,70.0,699.5,3.0,2.0,1.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.2,0.8,1.8,2.8
NIST,Statistical_Testing_Suite, Non-overlapping (Aperiodic) Template Matching Test Subtest 106,008|000|106,10007117,24605,407,0.0,1.0,0.5602779856229673,-0.3,0.23997299151152168,3.9650334479896577e-16,0.0,0.0,-0.6,-15.4,-1000,-1000,6,6,6,21,106,1048,10379,101465,999893,10007117,1001467,100173,10132,1003,95,12,4,4,4,599.6,60.0,6.0,2.1,1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,1.2,4.0,40.0,399.7,2.8,1.8,0.8,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.1,0.6,1.6,2.6
NIST,Statistical_Testing_Suite, Non-overlapping (Aperiodic) Template Matching Test Subtest 107,008|000|107,10007117,24606,407,0.0,1.0,0.16619933897532016,-0.8,0.3019818888995386,7.564645537466877e-26,0.0,0.0,-0.5,-25.1,-1000,-1000,5,5,5,23,136,1100,10410,101150,1000815,10007117,999543,99925,10020,1009,98,19,6,6,6,499.6,50.0,5.0,2.3,1.4,1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.9,6.0,60.0,599.6,2.7,1.7,0.7,0.4,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.8,1.8,2.8
NIST,Statistical_Testing_Suite, Non-overlapping (Aperiodic) Template Matching Test Subtest 108,008|000|108,10007117,24605,407,0.0,1.0,0.42395152993072516,-0.4,0.13855418922400756,1.0315841853913854e-24,0.0,0.0,-0.9,-24.0,-1000,-1000,8,8,8,16,118,1074,10442,101262,1001451,10007117,1001414,100578,9976,965,92,18,9,9,9,799.4,79.9,8.0,1.6,1.2,1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,1.8,9.0,89.9,899.4,2.9,1.9,0.9,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.3,1.0,2.0,3.0
NIST,Statistical_Testing_Suite, Non-overlapping (Aperiodic) Template Matching Test Subtest 109,008|000|109,10007117,24607,407,0.0,1.0,0.7266311208004144,-0.1,0.0025792936085075823,2.479651435574968e-18,0.0,0.0,-2.6,-17.6,-1000,-1000,6,6,6,19,119,1120,10420,101083,1001263,10007117,1001821,100017,9904,990,104,10,3,3,3,599.6,60.0,6.0,1.9,1.2,1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,30.0,299.8,2.8,1.8,0.8,0.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.5,2.5
NIST,Statistical_Testing_Suite, Non-overlapping (Aperiodic) Template Matching Test Subtest 11,008|000|011,10007117,24607,407,0.0,1.0,0.12829374462968107,-0.9,0.3283384346661154,2.083479321070557e-21,0.0,0.0,-0.5,-20.7,-1000,-1000,7,7,7,17,118,1095,10374,100567,999405,10007117,1000231,99781,9884,967,107,12,4,4,4,699.5,70.0,7.0,1.7,1.2,1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.1,1.2,4.0,40.0,399.7,2.8,1.8,0.8,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.6,1.6,2.6
NIST,Statistical_Testing_Suite, Non-overlapping (Aperiodic) Template Matching Test Subtest 110,008|000|110,10007117,24605,407,0.0,1.0,0.4753423762906446,-0.3,0.005401566758390134,1.7643849102731132e-23,0.0,0.0,-2.3,-22.8,-1000,-1000,9,9,9,23,99,1033,10237,101029,1000814,10007117,1000639,99782,9857,956,100,13,2,2,2,899.4,89.9,9.0,2.3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.3,2.0,20.0,199.9,3.0,2.0,1.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.3,1.3,2.3
NIST,Statistical_Testing_Suite, Non-overlapping (Aperiodic) Template Matching Test Subtest 111,008|000|111,10007117,24607,407,0.0,1.0,0.535733389063112,-0.3,0.0031003563700487866,9.138343937547753e-24,0.0,0.0,-2.5,-23.0,-1000,-1000,9,9,9,23,125,1134,10364,101018,1000470,10007117,1000908,100202,9954,993,124,17,5,5,5,899.4,89.9,9.0,2.3,1.2,1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.2,1.7,5.0,50.0,499.6,3.0,2.0,1.0,0.4,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.7,1.7,2.7
NIST,Statistical_Testing_Suite, Non-overlapping (Aperiodic) Template Matching Test Subtest 112,008|000|112,10007117,24607,407,0.0,1.0,0.4195941265044728,-0.4,0.5348766405292081,2.6138584841599265e-16,0.0,0.0,-0.3,-15.6,-1000,-1000,8,8,8,16,129,1119,10321,101334,1000560,10007117,1000674,100067,9980,959,109,11,4,4,4,799.4,79.9,8.0,1.6,1.3,1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.1,1.1,4.0,40.0,399.7,2.9,1.9,0.9,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,1.6,2.6
NIST,Statistical_Testing_Suite, Non-overlapping (Aperiodic) Template Matching Test Subtest 113,008|000|113,10007117,24606,407,0.0,1.0,0.3537363350009036,-0.5,0.019896090031691602,3.778277654720834e-18,0.0,0.0,-1.7,-17.4,-1000,-1000,6,6,6,14,122,1139,10601,101138,1002497,10007117,1000179,99866,10093,1070,123,13,3,3,3,599.6,60.0,6.0,1.4,1.2,1.1,1.1,1.0,1.0,1.0,1.0,1.0,1.1,1.2,1.3,3.0,30.0,299.8,2.8,1.8,0.8,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.5,1.5,2.5
NIST,Statistical_Testing_Suite, Non-overlapping (Aperiodic) Template Matching Test Subtest 114,008|000|114,10007117,24607,407,0.0,1.0,0.6653739235138026,-0.2,0.6454278444657141,8.40507986119587e-17,0.0,0.0,-0.2,-16.1,-1000,-1000,4,4,4,15,105,1093,10212,100937,999305,10007117,1001005,100341,10055,1016,108,18,5,5,5,399.7,40.0,4.0,1.5,1.0,1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.1,1.8,5.0,50.0,499.6,2.6,1.6,0.6,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.7,1.7,2.7
NIST,Statistical_Testing_Suite, Non-overlapping (Aperiodic) Template Matching Test Subtest 115,008|000|115,10007117,24605,407,0.0,1.0,0.7883375237076065,-0.1,0.1538293984518124,7.680995408135885e-17,0.0,0.0,-0.8,-16.1,-1000,-1000,8,8,8,23,125,1119,10312,100730,999595,10007117,1001624,99834,9951,1001,105,18,6,6,6,799.4,79.9,8.0,2.3,1.2,1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.8,6.0,60.0,599.6,2.9,1.9,0.9,0.4,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.8,1.8,2.8
NIST,Statistical_Testing_Suite, Non-overlapping (Aperiodic) Template Matching Test Subtest 116,008|000|116,10007117,24606,407,0.0,1.0,0.46265213347643974,-0.3,0.020984233101711325,2.5093540788061044e-18,0.0,0.0,-1.7,-17.6,-1000,-1000,6,6,6,14,105,1057,10319,100595,1002429,10007117,1001102,99286,10047,1005,87,8,3,3,3,599.6,60.0,6.0,1.4,1.0,1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.8,3.0,30.0,299.8,2.8,1.8,0.8,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.1,0.5,1.5,2.5
NIST,Statistical_Testing_Suite, Non-overlapping (Aperiodic) Template Matching Test Subtest 117,008|000|117,10007117,24606,407,0.0,1.0,0.312740674750795,-0.5,0.9103159308932903,3.0393807502224863e-21,0.0,0.0,-0.0,-20.5,-1000,-1000,8,8,8,18,129,1125,10500,101400,1001012,10007117,999813,99546,9734,965,84,18,7,7,7,799.4,79.9,8.0,1.8,1.3,1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,1.8,7.0,70.0,699.5,2.9,1.9,0.9,0.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.3,0.8,1.8,2.8
NIST,Statistical_Testing_Suite, Non-overlapping (Aperiodic) Template Matching Test Subtest 118,008|000|118,10007117,24607,407,0.0,1.0,0.8648374411086265,-0.1,0.040732646468969264,1.5537893027877622e-11,0.0,0.0,-1.4,-10.8,-1000,-1000,7,7,7,16,126,1078,10516,100524,999421,10007117,1002343,100562,10119,1031,106,13,5,5,5,699.5,70.0,7.0,1.6,1.3,1.1,1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.1,1.3,5.0,50.0,499.6,2.8,1.8,0.8,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.7,1.7,2.7
NIST,Statistical_Testing_Suite, Non-overlapping (Aperiodic) Template Matching Test Subtest 119,008|000|119,10007117,24607,407,0.0,1.0,0.31897843795386494,-0.5,0.00068657601432391,3.2593806794783913e-22,0.0,0.0,-3.2,-21.5,-1000,-1000,4,4,4,15,104,1132,10305,101484,1001000,10007117,999816,99967,10037,954,93,8,4,4,4,399.7,40.0,4.0,1.5,1.0,1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.8,4.0,40.0,399.7,2.6,1.6,0.6,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.1,0.6,1.6,2.6
NIST,Statistical_Testing_Suite, Non-overlapping (Aperiodic) Template Matching Test Subtest 12,008|000|012,10007117,24607,407,0.0,1.0,0.5753732365838458,-0.2,0.1113712666076234,7.678969069537733e-20,0.0,0.0,-1.0,-19.1,-1000,-1000,8,8,8,19,99,1064,10527,101178,1000015,10007117,1002134,100871,10080,1006,113,19,7,7,7,799.4,79.9,8.0,1.9,1.0,1.1,1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.1,1.9,7.0,70.0,699.5,2.9,1.9,0.9,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.8,1.8,2.8
NIST,Statistical_Testing_Suite, Non-overlapping (Aperiodic) Template Matching Test Subtest 120,008|000|120,10007117,24607,407,0.0,1.0,0.8313409119607735,-0.1,0.0019519010067705277,9.33366378640015e-17,0.0,0.0,-2.7,-16.0,-1000,-1000,6,6,6,14,122,1109,10318,100881,999614,10007117,1002249,100573,10020,985,93,19,8,8,8,599.6,60.0,6.0,1.4,1.2,1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,1.9,8.0,79.9,799.4,2.8,1.8,0.8,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.3,0.9,1.9,2.9
NIST,Statistical_Testing_Suite, Non-overlapping (Aperiodic) Template Matching Test Subtest 121,008|000|121,10007117,24607,407,0.0,1.0,0.6181823438525229,-0.2,0.3230968501383487,1.811570618817285e-21,0.0,0.0,-0.5,-20.7,-1000,-1000,4,4,4,14,115,1057,10552,101191,999556,10007117,1002101,100142,9859,956,97,18,4,4,4,399.7,40.0,4.0,1.4,1.1,1.1,1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.8,4.0,40.0,399.7,2.6,1.6,0.6,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.6,1.6,2.6
NIST,Statistical_Testing_Suite, Non-overlapping (Aperiodic) Template Matching Test Subtest 122,008|000|122,10007117,24606,407,0.0,1.0,0.5215944515772675,-0.3,0.6305918616384469,1.3016193071235157e-14,0.0,0.0,-0.2,-13.9,-1000,-1000,10,10,10,18,123,1132,10432,101177,999948,10007117,1000276,100120,10105,1027,105,21,11,11,11,999.3,99.9,10.0,1.8,1.2,1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.1,11.0,109.9,1099.2,3.0,2.0,1.0,0.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,1.0,2.0,3.0
NIST,Statistical_Testing_Suite, Non-overlapping (Aperiodic) Template Matching Test Subtest 123,008|000|123,10007117,24606,407,0.0,1.0,0.5955408937905112,-0.2,0.20495489821313365,2.4160138496023102e-21,0.0,0.0,-0.7,-20.6,-1000,-1000,7,7,7,11,115,1065,10308,100930,1000861,10007117,1002325,100433,9866,980,104,19,5,5,5,699.5,70.0,7.0,1.1,1.1,1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.9,5.0,50.0,499.6,2.8,1.8,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.7,1.7,2.7
NIST,Statistical_Testing_Suite, Non-overlapping (Aperiodic) Template Matching Test Subtest 124,008|000|124,10007117,24606,407,0.0,1.0,0.6903508229238213,-0.2,0.2385108520220356,9.27422616788202e-16,0.0,0.0,-0.6,-15.0,-1000,-1000,8,8,8,20,121,1034,10304,100901,1000021,10007117,1002097,99914,9851,976,97,7,1,1,1,799.4,79.9,8.0,2.0,1.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7,1.0,10.0,99.9,2.9,1.9,0.9,0.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2,0.0,1.0,2.0
NIST,Statistical_Testing_Suite, Non-overlapping (Aperiodic) Template Matching Test Subtest 125,008|000|125,10007117,24606,407,0.0,0.999999,0.4877485715168408,-0.3,0.96267401608093,2.8903802588840756e-15,0.0,0.0,-0.0,-14.5,-1000,-1000,2,2,2,6,115,1096,10404,100937,999955,10007117,1001131,100091,10167,1000,99,13,0,0,0,199.9,20.0,2.0,0.6,1.1,1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.3,0.0,0.0,0.0,2.3,1.3,0.3,-0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,-1000,-1000,-1000
NIST,Statistical_Testing_Suite, Non-overlapping (Aperiodic) Template Matching Test Subtest 126,008|000|126,10007117,24607,407,0.0,1.0,0.13481400688184808,-0.9,0.4208477487045181,6.5596754497793375e-34,0.0,0.0,-0.4,-33.2,-1000,-1000,4,4,4,14,103,1055,10380,100562,1001240,10007117,998715,99145,9728,1004,95,13,5,5,5,399.7,40.0,4.0,1.4,1.0,1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,1.3,5.0,50.0,499.6,2.6,1.6,0.6,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.1,0.7,1.7,2.7
NIST,Statistical_Testing_Suite, Non-overlapping (Aperiodic) Template Matching Test Subtest 127,008|000|127,10007117,24607,407,0.0,1.0,0.3523256299922953,-0.5,0.33802325390205956,2.53101146992409e-19,0.0,0.0,-0.5,-18.6,-1000,-1000,5,5,5,20,120,1123,10157,100755,1000656,10007117,1000247,99919,9997,965,91,8,1,1,1,499.6,50.0,5.0,2.0,1.2,1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.8,1.0,10.0,99.9,2.7,1.7,0.7,0.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.1,0.0,1.0,2.0
NIST,Statistical_Testing_Suite, Non-overlapping (Aperiodic) Template Matching Test Subtest 128,008|000|128,10007117,24606,407,0.0,1.0,0.7231334786675697,-0.1,0.0017644183201579644,3.3683329106413204e-27,0.0,0.0,-2.8,-26.5,-1000,-1000,10,10,10,15,112,1083,10359,100987,998826,10007117,1000477,100225,9973,976,100,9,3,3,3,999.3,99.9,10.0,1.5,1.1,1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,3.0,30.0,299.8,3.0,2.0,1.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.5,1.5,2.5
NIST,Statistical_Testing_Suite, Non-overlapping (Aperiodic) Template Matching Test Subtest 129,008|000|129,10007117,24607,407,0.0,1.0,0.6019650094479874,-0.2,0.279613418172034,9.754640809048541e-29,0.0,0.0,-0.6,-28.0,-1000,-1000,4,4,4,16,124,1102,10419,101234,1000378,10007117,1000555,99780,9863,1003,104,16,7,7,7,399.7,40.0,4.0,1.6,1.2,1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.6,7.0,70.0,699.5,2.6,1.6,0.6,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.8,1.8,2.8
NIST,Statistical_Testing_Suite, Non-overlapping (Aperiodic) Template Matching Test Subtest 13,008|000|013,10007117,24607,407,0.0,1.0,0.58565993992837,-0.2,0.006217900495936069,1.0525845332661504e-20,0.0,0.0,-2.2,-20.0,-1000,-1000,7,7,7,19,116,1055,10492,100980,999883,10007117,1001887,100093,9877,954,105,15,3,3,3,699.5,70.0,7.0,1.9,1.2,1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,3.0,30.0,299.8,2.8,1.8,0.8,0.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.5,1.5,2.5
NIST,Statistical_Testing_Suite, Non-overlapping (Aperiodic) Template Matching Test Subtest 130,008|000|130,10007117,24607,407,0.0,1.0,0.4381426255793336,-0.4,0.05554904758851021,9.06533495800199e-16,0.0,0.0,-1.3,-15.0,-1000,-1000,4,4,4,15,111,1102,10464,100923,999300,10007117,999485,100112,10119,1013,101,16,3,3,3,399.7,40.0,4.0,1.5,1.1,1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.6,3.0,30.0,299.8,2.6,1.6,0.6,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.5,1.5,2.5
NIST,Statistical_Testing_Suite, Non-overlapping (Aperiodic) Template Matching Test Subtest 131,008|000|131,10007117,24607,407,0.0,1.0,0.08811393054148071,-1.1,0.11922359905367787,7.752119793133056e-18,0.0,0.0,-0.9,-17.1,-1000,-1000,9,9,9,23,136,1044,10396,100986,1001723,10007117,998601,99525,9843,989,102,22,4,4,4,899.4,89.9,9.0,2.3,1.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.2,4.0,40.0,399.7,3.0,2.0,1.0,0.4,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.6,1.6,2.6
NIST,Statistical_Testing_Suite, Non-overlapping (Aperiodic) Template Matching Test Subtest 132,008|000|132,10007117,24606,407,0.0,1.0,0.1433130841660243,-0.8,0.3701039903286201,4.688687876857474e-21,0.0,0.0,-0.4,-20.3,-1000,-1000,12,12,12,27,121,1039,10322,101464,1001470,10007117,999986,99992,9974,1025,84,12,5,5,5,1199.1,119.9,12.0,2.7,1.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,1.2,5.0,50.0,499.6,3.1,2.1,1.1,0.4,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.1,0.7,1.7,2.7
NIST,Statistical_Testing_Suite, Non-overlapping (Aperiodic) Template Matching Test Subtest 133,008|000|133,10007117,24606,407,0.0,1.0,0.19381700318106068,-0.7,0.3935092897551554,8.850310988141019e-22,0.0,0.0,-0.4,-21.1,-1000,-1000,4,4,4,18,134,1098,10501,101071,1002363,10007117,999268,99915,10052,1001,101,16,6,6,6,399.7,40.0,4.0,1.8,1.3,1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.6,6.0,60.0,599.6,2.6,1.6,0.6,0.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.8,1.8,2.8
NIST,Statistical_Testing_Suite, Non-overlapping (Aperiodic) Template Matching Test Subtest 134,008|000|134,10007117,24606,407,0.0,1.0,0.4746127786462942,-0.3,0.6040331311168454,2.1813103232995674e-28,0.0,0.0,-0.2,-27.7,-1000,-1000,11,11,11,23,122,1122,10386,101385,1001498,10007117,1002003,100171,9832,945,106,17,5,5,5,1099.2,109.9,11.0,2.3,1.2,1.1,1.0,1.0,1.0,1.0,1.0,1.0,0.9,1.1,1.7,5.0,50.0,499.6,3.0,2.0,1.0,0.4,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.2,0.7,1.7,2.7
NIST,Statistical_Testing_Suite, Non-overlapping (Aperiodic) Template Matching Test Subtest 135,008|000|135,10007117,24607,407,0.0,1.0,0.2632966397673067,-0.6,0.5736662421658263,3.5026576994840184e-19,0.0,0.0,-0.2,-18.5,-1000,-1000,5,5,5,15,134,1117,10383,100834,1001504,10007117,1000856,99983,9779,1002,107,10,4,4,4,499.6,50.0,5.0,1.5,1.3,1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.1,1.0,4.0,40.0,399.7,2.7,1.7,0.7,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,1.6,2.6
NIST,Statistical_Testing_Suite, Non-overlapping (Aperiodic) Template Matching Test Subtest 136,008|000|136,10007117,24605,407,0.0,1.0,0.37192078523826755,-0.4,0.17689920941160867,1.3528878891562207e-19,0.0,0.0,-0.8,-18.9,-1000,-1000,11,11,11,19,113,1061,10189,100971,1001879,10007117,1002985,100088,9952,986,123,19,6,6,6,1099.2,109.9,11.0,1.9,1.1,1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.2,1.9,6.0,60.0,599.6,3.0,2.0,1.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.3,0.8,1.8,2.8
NIST,Statistical_Testing_Suite, Non-overlapping (Aperiodic) Template Matching Test Subtest 137,008|000|137,10007117,24604,407,0.0,1.0,0.48346889815790833,-0.3,0.43601907940425755,5.040757076687256e-16,0.0,0.0,-0.4,-15.3,-1000,-1000,5,5,5,15,118,1119,10381,101298,1000998,10007117,1000937,99853,9964,967,106,15,5,5,5,499.6,50.0,5.0,1.5,1.2,1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.1,1.5,5.0,50.0,499.6,2.7,1.7,0.7,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.7,1.7,2.7
