bat,subb,test,id,num_pvals,unique,ratio,min,max,KS,log_KS,chi2_1.0,chi2_2.0,chi2_3.0,chi2_4.0,log_chi2_1.0,log_chi2_2.0,log_chi2_3.0,log_chi2_4.0,L_9,L_8,L_7,L_6,L_5,L_4,L_3,L_2,L_1,num_pvals2,R_1,R_2,R_3,R_4,R_5,R_6,R_7,R_8,R_9,l_9,l_8,l_7,l_6,l_5,l_4,l_3,l_2,l_1,r_1,r_2,r_3,r_4,r_5,r_6,r_7,r_8,r_9,log_l_9,log_l_8,log_l_7,log_l_6,log_l_5,log_l_4,log_l_3,log_l_2,log_l_1,log_r_1,log_r_2,log_r_3,log_r_4,log_r_5,log_r_6,log_r_7,log_r_8,log_r_9
Dieharder,Dieharder, Diehard Birthdays Test,000|000|000,10031224,10905,920,0.0,0.99995605,0.0,-1000,0.0,0.0,0.0,0.0,-1000,-1000,-1000,-1000,1,1,10,52,248,1539,11131,95033,944666,10031224,955205,89142,6928,209,0,0,0,0,0,99.7,10.0,10.0,5.2,2.5,1.5,1.1,0.9,0.9,1.0,0.9,0.7,0.2,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.7,0.4,0.2,0.0,-0.0,-0.0,0.0,-0.0,-0.2,-0.7,-1000,-1000,-1000,-1000,-1000
Dieharder,Dieharder, Diehard OPERM5 Test,001|000|000,7472256,7200805,1,2e-08,0.99999974,0.2601900919119425,-0.6,0.6146882310194435,0.8770854102872274,0.28396886218508344,0.44861362115922443,-0.2,-0.1,-0.5,-0.3,0,0,1,7,70,717,7321,74531,747465,7472256,745593,74248,7437,734,74,3,0,0,0,0.0,0.0,1.3,0.9,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4,0.0,0.0,0.0,-1000,-1000,0.1,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4,-1000,-1000,-1000
Dieharder,Dieharder, Diehard Parking Lot Test,010|000|000,10010396,221,45296,1e-08,0.99999992,0.0,-1000,0.0,0.0,0.0,0.0,-1000,-1000,-1000,-1000,0,1,1,10,103,1051,10805,108384,984096,10010396,943407,101122,9585,915,101,9,2,0,0,0.0,10.0,1.0,1.0,1.0,1.0,1.1,1.1,1.0,0.9,1.0,1.0,0.9,1.0,0.9,2.0,0.0,0.0,-1000,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.3,-1000,-1000
Dieharder,Diehard, STS Monobit Test,100|000|000,10012066,7582,1321,3.7e-07,0.99999978,0.0009268635576628056,-3.0,0.00021830114149552958,0.0,0.0,0.0,-3.7,-1000,-1000,-1000,0,0,0,12,96,978,10087,100625,1002004,10012066,1001109,99620,9985,1037,103,8,0,0,0,0.0,0.0,0.0,1.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,0.0,0.0,0.0,-1000,-1000,-1000,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,-1000,-1000,-1000
Dieharder,Diehard, STS Runs Test,101|000|000,5381821,2512412,2,6e-07,0.99999968,0.17096305753230148,-0.8,0.05322923121705619,5.033919067662212e-132,0.0,0.0,-1.3,-131.3,-1000,-1000,0,0,0,4,46,529,5501,53870,537780,5381821,538631,54111,5347,561,63,6,0,0,0,0.0,0.0,0.0,0.7,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.2,1.1,0.0,0.0,0.0,-1000,-1000,-1000,-0.2,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,-1000,-1000,-1000
Dieharder,Diehard, STS Serial Test (Generalized) Subtest 1,102|000|001,3704196,7134,519,4.5e-07,0.99999917,0.049262994116131484,-1.3,0.10325117634028975,2.4644306943433945e-111,0.0,0.0,-1.0,-110.6,-1000,-1000,0,0,0,4,45,403,3775,37231,370712,3704196,370625,37059,3677,356,25,1,0,0,0,0.0,0.0,0.0,1.1,1.2,1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7,0.3,0.0,0.0,0.0,-1000,-1000,-1000,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2,-0.5,-1000,-1000,-1000
Dieharder,Diehard, STS Serial Test (Generalized) Subtest 10,102|000|010,3704196,1749350,2,1.4e-07,0.99999986,0.8626574623122452,-0.1,0.7146962468701648,0.7332299641860622,0.5547401581327364,0.23784239101770177,-0.1,-0.1,-0.3,-0.6,0,0,0,5,40,376,3642,37317,370197,3704196,370506,37180,3664,363,37,9,0,0,0,0.0,0.0,0.0,1.3,1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.4,0.0,0.0,0.0,-1000,-1000,-1000,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,-1000,-1000,-1000
Dieharder,Diehard, STS Serial Test (Generalized) Subtest 11,102|000|011,3704196,1135456,3,2e-07,0.99999997,0.35423728808826543,-0.5,0.7878712496856191,0.6965996660354763,0.5915837179504752,0.08230505768691736,-0.1,-0.2,-0.2,-1.1,0,0,0,5,41,351,3732,36826,370999,3704196,370027,36924,3705,356,32,5,1,0,0,0.0,0.0,0.0,1.3,1.1,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,1.3,2.7,0.0,0.0,-1000,-1000,-1000,0.1,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.1,0.4,-1000,-1000
Dieharder,Diehard, STS Serial Test (Generalized) Subtest 12,102|000|012,3704196,1434476,3,2e-08,0.99999981,0.3430842057549864,-0.5,0.5913361320876545,0.6892823156692077,0.3309799373805649,0.022957852858016336,-0.2,-0.2,-0.5,-1.6,0,0,1,3,34,374,3713,37016,369874,3704196,370342,37099,3692,360,33,4,0,0,0,0.0,0.0,2.7,0.8,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,1.1,0.0,0.0,0.0,-1000,-1000,0.4,-0.1,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-1000,-1000,-1000
Dieharder,Diehard, STS Serial Test (Generalized) Subtest 13,102|000|013,3704196,877577,4,1e-07,0.99999981,0.7564720219690686,-0.1,0.4951000756676097,0.7499471595424883,0.18597997373906913,0.21661783282587355,-0.3,-0.1,-0.7,-0.7,0,0,1,8,47,403,3696,36917,370957,3704196,370038,36833,3751,358,44,8,0,0,0,0.0,0.0,2.7,2.2,1.3,1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.2,2.2,0.0,0.0,0.0,-1000,-1000,0.4,0.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.3,-1000,-1000,-1000
Dieharder,Diehard, STS Serial Test (Generalized) Subtest 14,102|000|014,3704196,1135678,3,4e-08,0.99999935,0.5222893368103241,-0.3,0.7607611860836045,0.9218954657040398,0.5949926860753177,0.2049198031575874,-0.1,-0.0,-0.2,-0.7,0,0,1,3,40,388,3716,36917,369455,3704196,370282,36804,3713,365,37,1,0,0,0,0.0,0.0,2.7,0.8,1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3,0.0,0.0,0.0,-1000,-1000,0.4,-0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,-1000,-1000,-1000
Dieharder,Diehard, STS Serial Test (Generalized) Subtest 15,102|000|015,3704196,666920,6,5.8e-07,0.99999993,0.1306764858620907,-0.9,0.08447142303589958,0.25700961888007023,0.6174375538029504,0.3797796328731038,-1.1,-0.6,-0.2,-0.4,0,0,0,1,27,393,3746,36791,369664,3704196,369444,37031,3798,360,31,5,1,0,0,0.0,0.0,0.0,0.3,0.7,1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,1.3,2.7,0.0,0.0,-1000,-1000,-1000,-0.5,-0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.1,0.4,-1000,-1000
Dieharder,Diehard, STS Serial Test (Generalized) Subtest 16,102|000|016,3704196,877166,4,5e-08,0.99999931,0.15266251644124074,-0.8,0.36217339817437466,0.5656033282369102,0.32911818885821276,0.3548830026251434,-0.4,-0.2,-0.5,-0.4,0,0,1,4,33,339,3590,37094,370353,3704196,369151,36715,3634,387,41,2,0,0,0,0.0,0.0,2.7,1.1,0.9,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.1,0.5,0.0,0.0,0.0,-1000,-1000,0.4,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3,-1000,-1000,-1000
Dieharder,Diehard, STS Serial Test (Generalized) Subtest 17,102|000|017,3704196,501773,7,8.2e-07,0.9999998,0.14114153509401395,-0.9,0.5142450242610872,0.8090899304534012,0.4205236909292384,0.00017819408163149994,-0.3,-0.1,-0.4,-3.7,0,0,0,1,39,352,3588,36773,369962,3704196,369959,37085,3607,382,33,3,0,0,0,0.0,0.0,0.0,0.3,1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.8,0.0,0.0,0.0,-1000,-1000,-1000,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.1,-1000,-1000,-1000
Dieharder,Diehard, STS Serial Test (Generalized) Subtest 18,102|000|018,3704196,667299,6,4e-08,0.99999966,0.4475291687371683,-0.3,0.26619134116155224,0.21072452667848784,0.6990082027047428,0.01536636792348656,-0.6,-0.7,-0.2,-1.8,0,0,1,3,38,386,3689,36972,369545,3704196,371006,37113,3742,388,52,3,0,0,0,0.0,0.0,2.7,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.4,0.8,0.0,0.0,0.0,-1000,-1000,0.4,-0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,-0.1,-1000,-1000,-1000
Dieharder,Diehard, STS Serial Test (Generalized) Subtest 19,102|000|019,3704196,374488,10,1e-08,0.99999986,0.39687424031610863,-0.4,0.4246343932659761,0.33590687824858895,0.12866643606370914,4.649274140557818e-15,-0.4,-0.5,-0.9,-14.3,0,1,1,2,30,344,3719,36589,370954,3704196,370846,37204,3676,382,47,4,0,0,0,0.0,27.0,2.7,0.5,0.8,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.3,1.1,0.0,0.0,0.0,-1000,1.4,0.4,-0.3,-0.1,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,-1000,-1000,-1000
Dieharder,Diehard, STS Serial Test (Generalized) Subtest 2,102|000|002,3704196,762070,5,7.1e-07,1.0,0.38148605573973837,-0.4,0.31880718435586103,0.9050920275255672,1.2881963191768682e-15,0.0,-0.5,-0.0,-14.9,-1000,0,0,0,1,40,383,3717,37178,371625,3704196,369983,36981,3614,390,43,5,2,2,2,0.0,0.0,0.0,0.3,1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.1,1.2,1.3,5.4,54.0,539.9,-1000,-1000,-1000,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.7,1.7,2.7
Dieharder,Diehard, STS Serial Test (Generalized) Subtest 20,102|000|020,3704196,502193,7,4.8e-07,0.99999973,0.33737974807078297,-0.5,0.723884656884397,0.7297063403502767,0.7035581105873703,0.0017256258871872587,-0.1,-0.1,-0.2,-2.8,0,0,0,3,44,367,3769,36906,370717,3704196,370820,37207,3805,359,34,5,0,0,0,0.0,0.0,0.0,0.8,1.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,1.3,0.0,0.0,0.0,-1000,-1000,-1000,-0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.1,-1000,-1000,-1000
Dieharder,Diehard, STS Serial Test (Generalized) Subtest 21,102|000|021,3704196,278206,13,8e-07,0.99999957,0.38315002105130097,-0.4,0.5747952837337721,0.9001250732646918,0.343704648397996,5.68409071496449e-66,-0.2,-0.0,-0.5,-65.2,0,0,0,1,19,333,3618,37069,370488,3704196,370523,37238,3682,340,33,2,0,0,0,0.0,0.0,0.0,0.3,0.5,0.9,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.9,0.5,0.0,0.0,0.0,-1000,-1000,-1000,-0.5,-0.3,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.3,-1000,-1000,-1000
Dieharder,Diehard, STS Serial Test (Generalized) Subtest 22,102|000|022,3704196,374770,10,2.4e-07,0.99999982,0.7799428546201312,-0.1,0.9204940445438576,0.9932606365583888,0.4490857409054027,3.378886976176153e-14,-0.0,-0.0,-0.3,-13.5,0,0,0,1,42,363,3731,36919,369907,3704196,370529,37262,3732,396,34,1,0,0,0,0.0,0.0,0.0,0.3,1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.1,0.9,0.3,0.0,0.0,0.0,-1000,-1000,-1000,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.5,-1000,-1000,-1000
Dieharder,Diehard, STS Serial Test (Generalized) Subtest 23,102|000|023,3704196,205493,18,9e-08,0.99999973,0.17791061579580603,-0.7,0.891140251318022,0.7889842170114546,0.3850346879245328,6.296755644026607e-140,-0.1,-0.1,-0.4,-139.2,0,0,1,5,37,413,3806,37253,370989,3704196,369951,36923,3630,366,30,4,0,0,0,0.0,0.0,2.7,1.3,1.0,1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,1.1,0.0,0.0,0.0,-1000,-1000,0.4,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,-1000,-1000,-1000
Dieharder,Diehard, STS Serial Test (Generalized) Subtest 24,102|000|024,3704196,278096,13,3e-08,0.99999994,0.024554047415097965,-1.6,0.12603628242296558,0.27980299629213984,0.18768057146863518,1.1787496632436651e-57,-0.9,-0.6,-0.7,-56.9,0,0,2,4,36,355,3830,37188,371040,3704196,369765,36730,3618,368,31,5,1,0,0,0.0,0.0,5.4,1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,1.3,2.7,0.0,0.0,-1000,-1000,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.1,0.4,-1000,-1000
Dieharder,Diehard, STS Serial Test (Generalized) Subtest 25,102|000|025,3704196,151335,24,2.3e-07,0.99999946,0.22081131478708713,-0.7,0.6326706987496725,0.021196074837497327,0.0018501431668174943,0.0,-0.2,-1.7,-2.7,-1000,0,0,0,6,47,361,3653,37209,371457,3704196,370654,36931,3657,368,32,2,0,0,0,0.0,0.0,0.0,1.6,1.3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.5,0.0,0.0,0.0,-1000,-1000,-1000,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.3,-1000,-1000,-1000
Dieharder,Diehard, STS Serial Test (Generalized) Subtest 26,102|000|026,3704196,205491,18,6e-08,0.99999944,0.46971411386849854,-0.3,0.7021475399158749,0.5083891128865489,0.5256222819062127,1.1589044102446357e-125,-0.2,-0.3,-0.3,-124.9,0,0,1,5,40,348,3682,36886,371030,3704196,369777,37110,3772,356,29,4,0,0,0,0.0,0.0,2.7,1.3,1.1,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,1.1,0.0,0.0,0.0,-1000,-1000,0.4,0.1,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,-1000,-1000,-1000
Dieharder,Diehard, STS Serial Test (Generalized) Subtest 27,102|000|027,3704196,111042,33,1.9e-07,0.99999968,0.06746644385063803,-1.2,0.2642598821840763,0.40588899641815224,0.00021834296937032452,0.0,-0.6,-0.4,-3.7,-1000,0,0,0,3,45,333,3736,36987,371325,3704196,369117,36670,3759,375,30,3,0,0,0,0.0,0.0,0.0,0.8,1.2,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,0.8,0.0,0.0,0.0,-1000,-1000,-1000,-0.1,0.1,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,-0.1,-1000,-1000,-1000
Dieharder,Diehard, STS Serial Test (Generalized) Subtest 28,102|000|028,3704196,151170,25,1.1e-07,0.99999911,0.014506621246615179,-1.8,0.4595398521895405,0.16934460948108293,0.028132060175806037,0.0,-0.3,-0.8,-1.6,-1000,0,0,0,5,45,377,3723,37242,370557,3704196,369783,36590,3595,322,35,1,0,0,0,0.0,0.0,0.0,1.3,1.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.9,0.3,0.0,0.0,0.0,-1000,-1000,-1000,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.5,-1000,-1000,-1000
Dieharder,Diehard, STS Serial Test (Generalized) Subtest 29,102|000|029,3704196,81199,46,4.3e-07,0.99999983,0.15367382865356255,-0.8,0.24452224298297198,0.10990173948004824,1.9624513197774984e-20,0.0,-0.6,-1.0,-19.7,-1000,0,0,0,2,29,349,3673,37457,370488,3704196,369382,36790,3629,389,34,5,0,0,0,0.0,0.0,0.0,0.5,0.8,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.1,0.9,1.3,0.0,0.0,0.0,-1000,-1000,-1000,-0.3,-0.1,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.1,-1000,-1000,-1000
Dieharder,Diehard, STS Serial Test (Generalized) Subtest 3,102|000|003,3704196,2170366,2,1.4e-07,0.99999985,0.7635255312824478,-0.1,0.9744355852143631,0.4632722103145617,0.8405747740331021,0.4271986202136652,-0.0,-0.3,-0.1,-0.4,0,0,0,1,38,389,3727,37028,370469,3704196,370022,37067,3667,361,37,4,0,0,0,0.0,0.0,0.0,0.3,1.0,1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.1,0.0,0.0,0.0,-1000,-1000,-1000,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1000,-1000,-1000
Dieharder,Diehard, STS Serial Test (Generalized) Subtest 30,102|000|030,3704196,111030,33,1e-07,0.99999975,0.24849316259240478,-0.6,0.24537979644624283,0.9066023117322256,7.589197288083238e-07,0.0,-0.6,-0.0,-6.1,-1000,0,0,1,4,37,382,3787,37149,370289,3704196,370289,37027,3668,383,47,5,0,0,0,0.0,0.0,2.7,1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.3,1.3,0.0,0.0,0.0,-1000,-1000,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,-1000,-1000,-1000
Dieharder,Diehard, STS Serial Test (Generalized) Subtest 4,102|000|004,3704196,767592,5,1.5e-07,1.0,0.7167813468865765,-0.1,0.487513439798101,0.07290556223893545,2.1818015347628335e-18,0.0,-0.3,-1.1,-17.7,-1000,0,0,0,5,43,382,3699,37249,370133,3704196,370720,37166,3696,405,40,4,2,2,2,0.0,0.0,0.0,1.3,1.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.1,1.1,1.1,5.4,54.0,539.9,-1000,-1000,-1000,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,1.7,2.7
Dieharder,Diehard, STS Serial Test (Generalized) Subtest 5,102|000|005,3704196,1891321,2,0.0,0.99999984,0.5323999293378837,-0.3,0.9588525245170929,0.6266525966878705,0.21539019835280013,0.0889011937350744,-0.0,-0.2,-0.7,-1.1,1,1,1,5,32,389,3814,36858,370240,3704196,370298,36833,3771,370,33,1,0,0,0,270.0,27.0,2.7,1.3,0.9,1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.3,0.0,0.0,0.0,2.4,1.4,0.4,0.1,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.5,-1000,-1000,-1000
Dieharder,Diehard, STS Serial Test (Generalized) Subtest 6,102|000|006,3704196,2228109,2,3e-08,0.99999995,0.6320848783481017,-0.2,0.19619132129492253,0.5039355516074961,0.315350088240167,0.4333080448302312,-0.7,-0.3,-0.5,-0.4,0,0,1,6,41,382,3761,36777,369503,3704196,370407,36712,3517,328,36,5,1,0,0,0.0,0.0,2.7,1.6,1.1,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.9,1.0,1.3,2.7,0.0,0.0,-1000,-1000,0.4,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.1,0.4,-1000,-1000
Dieharder,Diehard, STS Serial Test (Generalized) Subtest 7,102|000|007,3704196,1749214,2,8.1e-07,0.99999965,0.14830218636257758,-0.8,0.07818303998973702,0.3472732396859463,0.08301607261546753,0.09527756238206464,-1.1,-0.5,-1.1,-1.0,0,0,0,1,41,389,3689,37178,371177,3704196,369991,36939,3610,365,27,4,0,0,0,0.0,0.0,0.0,0.3,1.1,1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7,1.1,0.0,0.0,0.0,-1000,-1000,-1000,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2,0.0,-1000,-1000,-1000
Dieharder,Diehard, STS Serial Test (Generalized) Subtest 8,102|000|008,3704196,1902929,2,6e-07,0.99999996,0.019928597373441558,-1.7,0.21209704485811615,0.575959224228245,0.805773711128808,0.27580254421407546,-0.7,-0.2,-0.1,-0.6,0,0,0,4,29,364,3728,37050,371940,3704196,370324,36892,3749,383,40,4,2,0,0,0.0,0.0,0.0,1.1,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.1,1.1,5.4,0.0,0.0,-1000,-1000,-1000,0.0,-0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,-1000,-1000
Dieharder,Diehard, STS Serial Test (Generalized) Subtest 9,102|000|009,3704196,1434091,3,1.3e-07,0.9999998,0.6633728178118466,-0.2,0.9559262366534043,0.7450820627570413,0.6339928990607079,0.8466092716501308,-0.0,-0.1,-0.2,-0.1,0,0,0,5,35,367,3704,37564,371088,3704196,370655,36848,3670,360,41,5,0,0,0,0.0,0.0,0.0,1.3,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.1,1.3,0.0,0.0,0.0,-1000,-1000,-1000,0.1,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,-1000,-1000,-1000
Dieharder,Dieharder, Diehard Minimum Distance (2d Circle) Test,011|000|000,10066320,9574501,1,7e-08,0.9999999,0.24604942294905718,-0.6,0.4967421546773151,0.40114512846239603,0.9876168413302477,0.5800578414734153,-0.3,-0.4,-0.0,-0.2,0,0,1,16,117,1032,10245,101146,1008078,10066320,1007463,100884,9976,1056,91,10,1,0,0,0.0,0.0,1.0,1.6,1.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,1.0,1.0,0.0,0.0,-1000,-1000,0.0,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-1000,-1000
Dieharder,Dieharder, Diehard 3d Sphere (Minimum Distance) Test,012|000|000,10066320,9576996,1,3e-08,0.99999995,6.583264497866864e-06,-5.2,0.000625620148786927,0.009575297519525468,0.33405287825431557,0.20893001806882713,-3.2,-2.0,-0.5,-0.7,0,0,2,11,98,1002,10280,101473,1009475,10066320,1004242,100637,10059,945,96,10,2,0,0,0.0,0.0,2.0,1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,1.0,1.0,2.0,0.0,0.0,-1000,-1000,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.3,-1000,-1000
Dieharder,Dieharder, Diehard Squeeze Test,013|000|000,5897150,5726746,1,1e-08,0.99999995,9.253595616031498e-06,-5.0,5.0567331766968965e-28,2.3716790270449245e-33,8.192611243032173e-11,0.01039669875869491,-27.3,-32.6,-10.1,-2.0,0,2,3,14,75,756,6756,61979,595370,5897150,592620,59522,5881,574,57,3,1,0,0,0.0,33.9,5.1,2.4,1.3,1.3,1.1,1.1,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.7,0.0,0.0,-1000,1.5,0.7,0.4,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3,0.2,-1000,-1000
Dieharder,Dieharder, Diehard Runs Test Subtest 1,015|000|001,10012066,9505725,1,0.0,0.99999998,0.0,-1000,0.0,0.0,0.0,0.0,-1000,-1000,-1000,-1000,5,7,16,79,412,2465,16753,129678,1097151,10012066,966394,96128,9595,964,113,14,1,0,0,499.4,69.9,16.0,7.9,4.1,2.5,1.7,1.3,1.1,1.0,1.0,1.0,1.0,1.1,1.4,1.0,0.0,0.0,2.7,1.8,1.2,0.9,0.6,0.4,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,-1000,-1000
Dieharder,Dieharder, Diehard Runs Test Subtest 2,015|000|002,10012066,9505959,1,0.0,0.99999999,0.0,-1000,0.0,0.0,0.0,0.0,-1000,-1000,-1000,-1000,4,6,18,71,405,2406,16746,129655,1096258,10012066,967385,96104,9569,899,92,10,4,1,0,399.5,59.9,18.0,7.1,4.0,2.4,1.7,1.3,1.1,1.0,1.0,1.0,0.9,0.9,1.0,4.0,10.0,0.0,2.6,1.8,1.3,0.9,0.6,0.4,0.2,0.1,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.6,1.0,-1000
Dieharder,Dieharder, Diehard Craps Test Subtest 1,016|000|001,11288960,2052,5501,8e-08,0.99999991,9.875479257646712e-07,-6.0,1.4350516072787478e-73,0.0,0.0,0.0,-72.8,-1000,-1000,-1000,0,0,1,12,112,1201,11384,113294,1126165,11288960,1129677,112555,11214,1127,106,13,1,0,0,0.0,0.0,0.9,1.1,1.0,1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,1.2,0.9,0.0,0.0,-1000,-1000,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.1,-0.0,-1000,-1000
Dieharder,Dieharder, Diehard Craps Test Subtest 2,016|000|002,11288960,10674719,1,1e-07,0.99999979,0.2928345638764911,-0.5,0.47172565739061545,0.9184274101610186,0.8960165265376965,0.9088831783994998,-0.3,-0.0,-0.0,-0.0,0,0,1,12,117,1176,11437,113117,1130685,11288960,1127977,112716,11252,1145,106,9,0,0,0,0.0,0.0,0.9,1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.8,0.0,0.0,0.0,-1000,-1000,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.1,-1000,-1000,-1000
Dieharder,Dieharder, Marsaglia and Tsang GCD Test Subtest 1,017|000|001,258553,258189,1,1.05e-06,0.99999929,0.9828483428289251,-0.0,0.06878640334351359,0.481584754919007,0.2609016958594905,0.2626175943590932,-1.2,-0.3,-0.6,-0.6,0,0,0,0,3,23,254,2541,25756,258553,26069,2616,252,26,3,1,0,0,0,0.0,0.0,0.0,0.0,1.2,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.2,3.9,0.0,0.0,0.0,-1000,-1000,-1000,-1000,0.1,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.6,-1000,-1000,-1000
